Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,College,University Degree Score,University Degree Score System,Employment Status,Job Type,Still Working,Y,Age Range by Program
9dd8612c-1b9f-4682-a623-ba9ddcf968a0,24,Male,Riyadh Region,Riyadh,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,Traditional,Intermediate,In-person,2023-02-19,2023-03-02,12,Yes,Bachelor,Information and Communication Technology,3.3,4.0,Employed,Full-time,Yes,0,23-42
dec70ecd-8dec-43b3-b185-7785a41a4a39,35,Male,Riyadh Region,Riyadh,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,Traditional,Intermediate,In-person,2023-01-22,2023-02-02,12,Yes,Bachelor,Information and Communication Technology,3.75,5.0,Employed,Full-time,Yes,0,22-43
abfebf76-deec-428f-9204-8fc03e0cd10d,30,Female,Riyadh Region,Riyadh,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,Traditional,Beginner,In-person,2023-07-16,2023-07-27,12,Yes,Diploma,Information and Communication Technology,2.72,5.0,Employed,Full-time,Yes,0,19-48
66aebdb7-a3c6-4dd7-8220-d1689cbc020a,25,Female,Riyadh Region,Riyadh,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,Traditional,Intermediate,In-person,2023-05-07,2023-05-11,5,Yes,Bachelor,Information and Communication Technology,3.8,5.0,Employed,Full-time,Yes,0,24-41
d2b310cb-908e-4d6e-8280-cb3db34c7db3,25,Female,Medina Region,Yanbu,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,Remote,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.0,4.0,Unemployed,No Job,No,1,21-42
904512b7-13b2-4693-a717-bb3f07b03307,25,Male,Makkah Region,Holy Capital,baded5ce-f707-45c8-84af-195829376404,CAUF,SWPS,Emerging,Advanced,Remote,2023-08-06,2023-08-31,26,Yes,Bachelor,"Natural Sciences, Mathematics and Statistics",3.0,4.0,Unemployed,No Job,No,0,21-32
e1a44b19-6e84-4b5d-bd22-ae73326668c1,44,Male,Riyadh Region,Riyadh,2ef39820-72d1-4d8f-be97-2d71f3737685,PCRF,PCRF,Traditional,Advanced,In-person,2023-05-14,2023-05-17,4,Yes,Bachelor,Information and Communication Technology,3.66,4.0,Employed,Full-time,Yes,0,25-44
49b52189-fb2a-4137-ae90-f410b3f12bc5,20,Male,Riyadh Region,Riyadh,642f04b2-67f8-4403-98f1-c5c5755eb358,CAUF,SWPS,Supportive,Intermediate,In-person,2023-08-13,2023-08-17,5,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Student,No Job,No,0,20-44
92d2fc07-97b0-45c0-adbd-d5c93f014c1d,20,Female,Jazan Region,Abu Arish,daf89fda-a75f-487c-a30c-0b65de513e32,CAUF,No sub,Traditional,Beginner,Remote,2023-07-16,2023-07-20,5,No,Bachelor,Information and Communication Technology,5.0,5.0,Student,No Job,No,1,18-43
f575f911-8581-428e-8f6f-f3322518d929,31,Female,Riyadh Region,Riyadh,3218820e-5fc3-4dcb-8c23-17ac8de5e4b0,GRST,INFA,Traditional,Intermediate,In-person,2022-12-25,2022-12-29,5,Yes,Bachelor,Information and Communication Technology,4.5,5.0,Employed,Full-time,Yes,0,20-45
b7b8c919-d013-4441-9676-5cc4103962a2,23,Female,Riyadh Region,Riyadh,4ad7a7dc-abcf-43fa-b2e3-07095e083661,PCRF,PCRF,Traditional,Advanced,In-person,2023-11-12,2023-11-16,5,Yes,Bachelor,"Social Sciences, Journalism and Media",3.93,5.0,Graduate,No Job,No,0,19-42
1fb7e9f5-9f47-4377-85ac-8e767bd9475f,26,Female,Eastern Province,Jubail,fc4f3306-9a9a-4577-8262-2861edf5d3cb,CAUF,SWPS,Traditional,Beginner,In-person,2022-09-11,2022-09-15,5,Yes,Bachelor,Information and Communication Technology,4.07,5.0,Employed,Full-time,Yes,0,20-33
7c660849-84c5-4a10-b44b-b0562fd67c73,23,Female,Riyadh Region,Riyadh,bf2c98d8-e59c-4875-a23a-7c7993b80c30,PCRF,PCRF,Traditional,Beginner,In-person,2023-05-07,2023-05-18,12,Yes,Bachelor,Information and Communication Technology,4.28,5.0,Employed,Full-time,Yes,0,21-31
48dc1c66-17c3-48f0-b8f2-b534ce3a2dfa,20,Female,Makkah Region,Jeddah,cc8e4e42-65d5-4fa1-82f9-6c6c2d508b60,APMR,SWPS,Traditional,Intermediate,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,4.75,5.0,Student,No Job,No,0,20-46
e571bdcc-e1cd-4299-a91f-00c02be35a8c,32,Male,Riyadh Region,Riyadh,2d5681bc-aa1c-4d85-bd5e-58f14bb9c317,INFA,INFA,Traditional,Intermediate,In-person,2022-12-18,2023-05-01,135,Yes,Bachelor,Information and Communication Technology,3.35,5.0,Employed,Full-time,Yes,0,24-44
f2538a0d-4d8d-4e49-8db1-5afeaa264523,24,Male,Riyadh Region,Riyadh,8f595e68-1027-462b-85fd-bac14b4f7b70,CAUF,SWPS,Traditional,Beginner,In-person,2023-10-08,2023-10-12,5,Yes,Bachelor,Information and Communication Technology,2.58,4.0,Graduate,No Job,No,0,21-42
3d38904b-4941-479d-9e3d-d9cb114b3d2f,22,Female,Riyadh Region,Riyadh,32bce2ad-426a-4096-b7d0-78b5f30bd8a0,ABIR,INFA,Emerging,Beginner,In-person,2023-05-14,2023-05-25,12,Yes,Bachelor,Information and Communication Technology,4.76,5.0,Employed,Full-time,Yes,0,20-43
8928ccba-9628-470a-b331-d7900a857ef9,29,Female,Makkah Region,Makkah,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,Emerging,Beginner,Remote,2023-04-02,2023-04-06,5,Yes,Master,Information and Communication Technology,3.92,4.0,Employed,Full-time,Yes,0,20-42
bf7dca6a-8e07-4dd6-838d-3c580bd70e4e,24,Male,Asir Region,Bisha,013916fa-85bd-46bc-80c8-f37c036fd142,PCRF,PCRF,Traditional,Advanced,In-person,2023-07-16,2023-08-24,40,Yes,Bachelor,Arts and Humanities,4.0,5.0,Student,No Job,No,0,16-37
1cef3589-6a72-4fa5-9c04-a1f3463c61ea,23,Female,Riyadh Region,Riyadh,bfe7c8aa-789e-4239-8043-8e7554fa564a,TOSL,No sub,Emerging,Intermediate,In-person,2023-01-15,2023-03-09,54,Yes,Bachelor,Information and Communication Technology,4.06,5.0,Unemployed,No Job,No,0,22-43
14ccd436-cd4e-4d6f-b0a5-f10da2962414,41,Male,Riyadh Region,Riyadh,1c8a5fbd-9986-486f-9d9b-b50568f2589b,PCRF,PCRF,Traditional,Advanced,In-person,2023-02-12,2023-03-02,19,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Employed,Full-time,Yes,1,21-46
c7f1e87b-e6f5-4bd1-9f82-5cf4305d8295,29,Female,Riyadh Region,Riyadh,3c6e9a93-f29d-436c-8cba-cb90146d6a05,PCRF,PCRF,Traditional,Beginner,In-person,2023-05-21,2023-05-25,5,Yes,Bachelor,Information and Communication Technology,4.34,5.0,Employed,Full-time,Yes,0,23-35
5ec20937-2e31-445a-9465-7f0b5856f21e,22,Female,Riyadh Region,Riyadh,4185c029-c93a-49d0-87c3-fcede7b57048,CAUF,No sub,Traditional,Beginner,In-person,2023-01-08,2023-01-12,5,Yes,Bachelor,"Business, Management and Law",4.0,4.0,Student,No Job,No,0,20-56
c93eb5ed-0ec3-4b9e-a635-86c4baa26b4a,29,Female,Riyadh Region,Riyadh,b46e3916-0e78-4c75-bc42-48d7e1168e27,PCRF,PCRF,Emerging,Beginner,In-person,2023-08-20,2023-09-07,19,Yes,Master,Information and Communication Technology,4.0,4.0,Employed,Full-time,Yes,0,21-35
64d9e6ab-dbf1-49f4-8132-fb642b2e8cf4,24,Male,Riyadh Region,Riyadh,0fd432b1-7779-49cb-b203-000b90c9a6dd,ABIR,INFA,Traditional,Intermediate,In-person,2023-01-15,2023-01-26,12,Yes,Bachelor,Information and Communication Technology,3.7,5.0,Graduate,No Job,No,0,22-42
5bb5a589-4bf3-426e-8383-a7eb02b95574,41,Male,Riyadh Region,Riyadh,154bd70a-8c72-44f4-8528-751c041f7d35,APMR,QTDY,Traditional,Beginner,In-person,2023-01-29,2023-02-16,19,Yes,Bachelor,"Natural Sciences, Mathematics and Statistics",2.25,4.0,Employed,Full-time,Yes,0,19-41
22f343af-a21c-4f32-bbd8-de212554b0ff,46,Male,Eastern Province,Dammam,b73a41c2-ca0b-4514-a3fc-98e2141a6cea,PCRF,PCRF,Traditional,Intermediate,Remote,2023-01-08,2023-01-12,5,Yes,Bachelor,Arts and Humanities,3.0,5.0,Employed,Full-time,Yes,0,19-46
f1bdc9f2-0c40-49a9-a119-908e1d7cf239,24,Male,Riyadh Region,Riyadh,549a26f0-c3f0-44b9-bb42-29dfe506cfbd,APMR,KLTM,Emerging,Intermediate,In-person,2023-05-21,2023-06-15,26,Yes,Bachelor,Information and Communication Technology,4.01,5.0,Employed,Full-time,Yes,0,20-49
3a0307d2-4b80-45d7-a838-624c6885620f,24,Female,Riyadh Region,Riyadh,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,In-person,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.77,5.0,Unemployed,No Job,No,0,21-42
bb17053d-52f9-4384-b128-85685fea2cc9,28,Female,Makkah Region,Jeddah,621097d4-b367-4606-8c17-1810a0f75f52,PCRF,PCRF,Emerging,Beginner,In-person,2023-07-16,2023-08-03,19,Yes,Bachelor,Information and Communication Technology,3.21,4.0,Employed - Student,Full-time,Yes,0,20-39
6ef98960-1d74-4a85-b3e8-cb94bdad341f,27,Female,Riyadh Region,Riyadh,97b573d1-1423-4b42-bbcb-c60ca6a61345,TOSL,TOSL,Traditional,Advanced,In-person,2023-05-07,2023-06-08,33,Yes,Bachelor,Information and Communication Technology,3.5,5.0,Unemployed,No Job,No,0,22-40
c45bb7e4-5462-44ef-ab95-514d2c93ad5f,24,Male,Riyadh Region,Riyadh,7c46726b-ab7a-4300-bf11-ac9f8f9826cc,CAUF,No sub,Traditional,Beginner,In-person,2023-03-05,2023-03-09,5,Yes,Bachelor,Information and Communication Technology,3.6,5.0,Graduate,No Job,No,0,19-42
eeb6f79f-db78-4a75-b9ac-5b287a9f3bef,28,Female,Riyadh Region,Riyadh,c6de055c-6d48-442e-9f3c-9fc32768c8c8,APMR,SRTA,Traditional,Intermediate,In-person,2023-05-21,2023-06-01,12,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Employed,Full-time,Yes,0,23-40
22882f0f-3dc3-4426-99ab-7a6b9432002c,25,Male,Riyadh Region,Riyadh,a8841902-da19-4b48-8243-386ae61246ec,APMR,No sub,Emerging,Advanced,Remote,2023-09-03,2023-09-07,5,Yes,Bachelor,Information and Communication Technology,4.2,5.0,Employed,Full-time,Yes,0,22-36
0f6d2dc2-415d-4437-b151-5fb1f77a7322,24,Male,Riyadh Region,Riyadh,1c8a5fbd-9986-486f-9d9b-b50568f2589b,PCRF,PCRF,Traditional,Advanced,In-person,2023-02-12,2023-03-02,19,Yes,Bachelor,Information and Communication Technology,4.05,5.0,Graduate,No Job,No,0,21-46
938713fc-f6d1-46e2-85d8-05f6ac4db7b5,21,Female,Riyadh Region,Riyadh,eaa49c92-77da-4177-9970-0146981a1b50,APMR,SRTA,Traditional,Intermediate,In-person,2023-03-05,2023-03-16,12,Yes,Bachelor,Information and Communication Technology,4.91,5.0,Graduate,No Job,No,0,20-42
70bfc420-33db-4245-ae31-0d938f730c65,23,Male,Riyadh Region,Riyadh,07ee262e-e05a-49aa-927b-079ada03da59,CAUF,SWPS,Traditional,Intermediate,In-person,2023-11-12,2023-11-16,5,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,23-43
b2536c3d-14ac-4367-b60f-842911523ae6,27,Female,Riyadh Region,Riyadh,bfe7c8aa-789e-4239-8043-8e7554fa564a,TOSL,No sub,Emerging,Intermediate,In-person,2022-09-18,2022-11-10,54,Yes,Bachelor,Information and Communication Technology,3.22,5.0,Unemployed,No Job,No,0,22-43
0d0e19ef-68de-498b-85ea-980b80dd5205,21,Female,Eastern Province,Dammam,a342d46f-2357-4398-958c-a0a759f5d5eb,APMR,SRTA,Traditional,Intermediate,Remote,2023-09-17,2023-09-28,12,Yes,Diploma,Information and Communication Technology,4.4,5.0,Student,No Job,No,0,20-46
5b0b3a20-295d-40d9-b912-a705ca6efea7,23,Female,Riyadh Region,Riyadh,a0282350-7236-47f4-acd0-88cfb67ade07,CAUF,CRDP,Supportive,Beginner,In-person,2022-10-16,2022-10-20,5,Yes,Bachelor,"Engineering, Manufacturing and Construction",3.1,4.0,Student,No Job,No,0,19-41
1649afc2-5c1c-4b3c-a842-013a984ec1d8,24,Male,Riyadh Region,Riyadh,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,In-person,2023-05-14,2023-11-02,173,Yes,Bachelor,"Business, Management and Law",4.43,5.0,Graduate,No Job,No,0,21-42
590d547d-68cc-4fda-a740-b7271487a187,27,Male,Riyadh Region,Riyadh,53efebf0-6779-48c2-9c72-2e0e7c2bf175,PCRF,PCRF,Traditional,Advanced,In-person,2023-01-15,2023-01-19,5,Yes,Bachelor,Information and Communication Technology,3.5,4.0,Employed,Full-time,Yes,0,22-41
b9da02b8-392d-4ab3-aa44-1b2be4d3a30c,29,Female,Medina Region,Medina,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,Remote,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,5.0,5.0,Employed,Full-time,Yes,1,21-42
90105098-7590-4297-a177-92e51ac05033,29,Female,Eastern Province,Dammam,c72206c7-3127-4d96-a458-fc9ccd90b4a8,APMR,ASCW,Traditional,Advanced,Remote,2023-04-30,2023-05-11,12,Yes,Bachelor,Information and Communication Technology,4.25,5.0,Employed,Full-time,Yes,0,19-48
cb473830-4b46-43b2-ab84-e50ec7a010cf,25,Male,Riyadh Region,Riyadh,f2374bcb-111c-402d-beaf-37433687db4d,TOSL,No sub,Traditional,Beginner,In-person,2023-04-02,2023-04-13,12,Yes,Bachelor,Information and Communication Technology,3.34,5.0,Employed,Full-time,Yes,0,16-44
ca93319d-ea22-4c50-9dfb-c85a8e036a2d,27,Female,Riyadh Region,Riyadh,4c255030-eed6-40ca-bd10-ff197b3ce310,APMR,SRTA,Traditional,Intermediate,In-person,2023-01-29,2023-02-02,5,Yes,Master,Information and Communication Technology,3.83,5.0,Employed,Full-time,Yes,0,24-49
87d1a780-01ce-48bf-8707-9ebe981c04c0,24,Male,Riyadh Region,Riyadh,b0ee753e-5f35-4dc8-ae46-03af557569c0,APMR,No sub,Emerging,Intermediate,In-person,2023-05-07,2023-05-18,12,Yes,Bachelor,Information and Communication Technology,4.22,5.0,Graduate,No Job,No,0,19-35
fd7f1bf4-2289-41e4-9327-77ef0761db31,27,Male,Riyadh Region,Riyadh,55a8f0c7-7fdc-4574-9828-44e5979f7c78,PCRF,PCRF,Traditional,Advanced,In-person,2023-05-28,2023-06-01,5,Yes,Bachelor,"Engineering, Manufacturing and Construction",3.6,4.0,Employed,Full-time,Yes,0,24-45
3b32baac-4be0-41b1-a347-5fb6641d251f,21,Male,Eastern Province,Dammam,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,Emerging,Beginner,In-person,2023-04-02,2023-04-06,5,No,Bachelor,Information and Communication Technology,2.5,4.0,Student,No Job,No,1,20-42
8379fed8-f3c4-4bbd-a9b8-101a2439e88f,24,Female,Riyadh Region,Riyadh,bfe7c8aa-789e-4239-8043-8e7554fa564a,TOSL,No sub,Traditional,Intermediate,In-person,2023-01-15,2023-03-09,54,Yes,Bachelor,Information and Communication Technology,3.69,5.0,Unemployed,No Job,No,0,22-43
a4b8aab3-1437-467a-8099-5b9c41f487f2,24,Female,Eastern Province,Jubail,fc4f3306-9a9a-4577-8262-2861edf5d3cb,CAUF,SWPS,Traditional,Beginner,In-person,2022-09-11,2022-09-15,5,Yes,Bachelor,"Business, Management and Law",3.6,4.0,Student,No Job,No,0,20-33
ff4ebf30-642b-4595-ae71-fe51917f999a,23,Female,Riyadh Region,Riyadh,4725575d-a874-4a8d-a7ea-f3091ae08b28,APMR,SRTA,Traditional,Intermediate,In-person,2023-01-29,2023-02-02,5,No,Bachelor,Information and Communication Technology,4.43,5.0,Employed,Full-time,Yes,1,19-31
47151844-119b-450b-b55c-163de598e600,34,Female,Riyadh Region,Riyadh,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,Traditional,Advanced,In-person,2022-12-21,2023-02-02,44,No,Master,Information and Communication Technology,4.6,5.0,Employed,Full-time,Yes,0,21-51
f81d20d4-4dde-44a8-9fb6-1b32e052b216,23,Female,Al-Jawf Region,Sakaka,cc8e4e42-65d5-4fa1-82f9-6c6c2d508b60,APMR,SWPS,Emerging,Intermediate,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,4.75,5.0,Unemployed,No Job,No,0,20-46
1bc738df-243f-4bc8-a62a-525e831a26c6,24,Male,Makkah Region,Jeddah,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,Traditional,Beginner,Remote,2023-01-15,2023-01-19,5,Yes,Bachelor,Information and Communication Technology,3.81,5.0,Employed,Full-time,Yes,0,19-46
4c3f5321-0cf9-450d-b363-b40b2216317a,31,Female,Riyadh Region,Riyadh,5542d077-6fd7-4fc7-a3b2-bab9367991b9,PCRF,PCRF,Traditional,Beginner,In-person,2023-02-19,2023-03-02,12,Yes,Master,Information and Communication Technology,70.0,100.0,Employed,Full-time,Yes,0,23-42
d1ea72ea-4d53-4d1d-af33-1c267c57712a,31,Male,Riyadh Region,Riyadh,642f04b2-67f8-4403-98f1-c5c5755eb358,CAUF,SWPS,Supportive,Intermediate,Remote,2023-12-31,2024-01-04,5,No,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,1,20-44
0a272a04-5356-468c-8725-0c69618c400d,31,Female,Medina Region,Yanbu,aab6e8f7-5f67-4691-b6a9-6b1004cb98cd,APMR,SRTA,Traditional,Intermediate,Remote,2023-03-12,2023-03-16,5,Yes,Bachelor,Information and Communication Technology,4.32,5.0,Graduate,No Job,No,0,21-57
ea30d90d-28b4-4ab6-a4d7-363b21175b00,25,Female,Riyadh Region,Riyadh,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,Supportive,Beginner,In-person,2022-11-06,2022-11-17,12,Yes,Bachelor,"Business, Management and Law",4.0,5.0,Graduate,No Job,No,0,18-49
a759b359-e410-4f13-bda2-a4b2884e7225,31,Male,Riyadh Region,Riyadh,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,Traditional,Advanced,In-person,2023-09-03,2023-09-14,12,Yes,Bachelor,Information and Communication Technology,3.44,5.0,Employed,Full-time,Yes,0,22-49
592ef062-384c-42ad-a482-6adfb7d8f930,27,Female,Riyadh Region,Riyadh,30643e26-1fcf-43f7-bc07-4cde49ecd276,CAUF,SWPS,Traditional,Beginner,In-person,2022-11-06,2022-11-10,5,Yes,Bachelor,Information and Communication Technology,4.27,5.0,Unemployed,No Job,No,0,19-42
f6f472d9-2417-457c-873c-d39e0a536688,25,Female,Riyadh Region,Riyadh,774699c7-15e8-484e-9045-efe5905866aa,APMR,SRTA,Traditional,Intermediate,Remote,2022-11-06,2022-11-10,5,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Unemployed,No Job,No,0,20-40
f081fc2a-0227-4b22-87e2-4783df0ba747,34,Male,Riyadh Region,Riyadh,c93ccd9b-76cc-4683-acec-d16064a65681,CAUF,No sub,Emerging,Advanced,In-person,2023-07-16,2023-07-20,5,Yes,Bachelor,Information and Communication Technology,2.0,4.0,Employed,Full-time,Yes,0,27-41
d50ae7f9-aad9-4294-869d-e7c711fe1af0,23,Female,Eastern Province,Dammam,3d1b8482-4601-42fe-9ce2-1eed6c9a5ebe,CAUF,ERST,Traditional,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,Information and Communication Technology,3.9,5.0,Graduate,No Job,No,0,22-32
b759dce2-fc99-4e8f-af7d-f06e0404df94,26,Male,Riyadh Region,Riyadh,03ec0d20-11cd-49bf-9b54-de5d12d4bd76,CAUF,SWPS,Traditional,Intermediate,Remote,2022-12-25,2023-01-05,12,Yes,Bachelor,Information and Communication Technology,3.1,4.0,Employed,Full-time,Yes,1,19-38
573f29f0-5c35-4a91-a919-f3f77308772a,24,Male,Riyadh Region,Riyadh,f02dbb17-623e-4a07-8125-4ea43c793ba3,CAUF,SWPS,Traditional,Beginner,In-person,2022-06-12,2022-06-16,5,Yes,Secondary,No College,86.0,100.0,Student,No Job,No,1,19-50
6798ad7e-5eb5-4c6f-bb52-3f941a4b87dc,28,Male,Riyadh Region,Riyadh,bfe7c8aa-789e-4239-8043-8e7554fa564a,TOSL,No sub,Traditional,Intermediate,In-person,2023-01-15,2023-03-09,54,Yes,Diploma,Information and Communication Technology,4.67,5.0,Employed - Student,Full-time,Yes,0,22-43
aea9b4c2-9db0-4477-ad27-400988a689f3,35,Male,Makkah Region,Taif,c8b4f6d3-7705-4373-b2e0-a110f416e893,CAUF,SWPS,Traditional,Advanced,Remote,2022-07-31,2022-09-22,54,Yes,Bachelor,Information and Communication Technology,2.2,4.0,Employed,Full-time,Yes,0,22-43
c8a407c2-53b9-416c-a488-3bde31687fe2,23,Female,Riyadh Region,Riyadh,1f09a274-8f35-41a1-9a5e-61a5f1cb98fc,TOSL,No sub,Emerging,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Unemployed,No Job,No,0,22-40
bc3b571e-cab8-41dc-80b5-0bf253d29879,33,Male,Riyadh Region,Riyadh,3218820e-5fc3-4dcb-8c23-17ac8de5e4b0,GRST,INFA,Traditional,Intermediate,In-person,2022-12-25,2022-12-29,5,Yes,Bachelor,Information and Communication Technology,4.5,5.0,Employed,Full-time,Yes,0,20-45
823a2588-eb5f-4ccf-b375-22333a2fd849,24,Female,Riyadh Region,Riyadh,bf2c98d8-e59c-4875-a23a-7c7993b80c30,PCRF,PCRF,Traditional,Beginner,In-person,2023-05-07,2023-05-18,12,Yes,Diploma,Information and Communication Technology,3.0,5.0,Student,No Job,No,0,21-31
97c683a2-ea23-4893-8174-75f713fecc7c,33,Female,Riyadh Region,Riyadh,3dd29418-5f9d-4f1f-88bd-15beb922c745,APMR,No sub,Traditional,Intermediate,In-person,2023-03-26,2023-04-13,19,Yes,Master,Information and Communication Technology,4.0,4.0,Employed,Full-time,Yes,0,22-44
584ec8e3-91c4-4772-99a7-ee2a6808f87e,23,Female,Medina Region,Yanbu,aab6e8f7-5f67-4691-b6a9-6b1004cb98cd,APMR,SRTA,Traditional,Intermediate,Remote,2023-03-12,2023-03-16,5,Yes,Bachelor,Information and Communication Technology,4.27,5.0,Unemployed,No Job,No,0,21-57
d6fba22b-0cc8-471a-8b38-5b5202419e4a,23,Female,Riyadh Region,Riyadh,1fb68d0e-0fc7-4178-9911-2ee82feed9c7,PCRF,PCRF,Traditional,Advanced,In-person,2024-01-07,2024-01-11,5,Yes,Bachelor,Information and Communication Technology,4.45,5.0,Graduate,No Job,No,0,21-39
2d36df42-873a-4aab-8182-0b3b9bbacb91,29,Male,Riyadh Region,Riyadh,ec39b045-a8a4-4ae6-bc4b-c108c9562904,PCRF,PCRF,Traditional,Intermediate,In-person,2022-11-20,2022-12-01,12,No,Bachelor,Information and Communication Technology,3.9,5.0,Employed,Full-time,Yes,0,21-38
d64bc311-f05f-4336-b7a2-51d4afa638b9,31,Female,Riyadh Region,Riyadh,eaa49c92-77da-4177-9970-0146981a1b50,APMR,SRTA,Traditional,Intermediate,In-person,2023-03-05,2023-03-16,12,Yes,Master,Information and Communication Technology,4.0,4.0,Freelance,Flexible,Yes,0,20-42
8c405dd8-e3b3-4511-b851-536ea8b4d280,32,Female,Riyadh Region,Riyadh,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,Supportive,Beginner,In-person,2023-02-12,2023-02-21,10,Yes,Master,Information and Communication Technology,4.0,5.0,Unemployed,No Job,No,0,18-49
f62ce1aa-b45a-4e80-8b91-5816c8a91119,23,Female,Riyadh Region,Riyadh,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,Traditional,Advanced,In-person,2022-12-21,2023-02-02,44,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Unemployed,No Job,No,0,21-51
12367c93-2b53-4fa9-a911-3453a19d1e96,25,Female,Riyadh Region,Riyadh,531f48de-b31b-487a-8326-30d8e7dd5254,CAUF,ERST,Traditional,Intermediate,In-person,2023-02-05,2023-03-02,26,Yes,Bachelor,Information and Communication Technology,4.6,5.0,Employed,Full-time,Yes,0,22-36
00816a99-e9e9-4b31-a36c-6e45580391aa,30,Male,Makkah Region,Jeddah,e58677d9-20ef-43a4-955e-e78e2989cc91,INFA,INFA,Traditional,Beginner,In-person,2023-02-19,2023-03-02,12,Yes,Bachelor,Information and Communication Technology,3.53,5.0,Employed,Full-time,Yes,0,21-36
0dd6bfc0-2dfc-4919-b7b3-62e506e06ae6,26,Male,Riyadh Region,Riyadh,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,Traditional,Intermediate,In-person,2023-02-19,2023-03-02,12,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,23-42
36e0f329-e89b-45f2-b2c7-3befba9c32b2,27,Female,Medina Region,Medina,c72206c7-3127-4d96-a458-fc9ccd90b4a8,APMR,ASCW,Traditional,Advanced,Remote,2023-04-30,2023-05-11,12,No,Bachelor,Information and Communication Technology,3.19,5.0,Graduate,No Job,No,0,19-48
09049bad-6a21-4567-8cb2-5ec8fd6d564c,23,Female,Eastern Province,Hafr Al-Batin,cc8e4e42-65d5-4fa1-82f9-6c6c2d508b60,APMR,SWPS,Traditional,Intermediate,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,3.27,4.0,Unemployed,No Job,No,0,20-46
f0d4a64d-bd81-443a-b428-54b8a6896dd7,24,Female,Riyadh Region,Riyadh,774699c7-15e8-484e-9045-efe5905866aa,APMR,SRTA,Traditional,Intermediate,Remote,2022-11-06,2022-11-10,5,Yes,Bachelor,Information and Communication Technology,4.6,5.0,Employed,Full-time,Yes,0,20-40
7ab466df-aaae-4fb6-9367-a9f4e6535f9c,23,Male,Eastern Province,Jubail,ee2e00ae-4645-4821-bf20-eea765a5c51d,APMR,SRTA,Traditional,Intermediate,Remote,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,3.2,4.0,Student,No Job,No,0,23-41
af78464a-2b4f-47d5-8cde-06b7e2b10f77,26,Male,Riyadh Region,Riyadh,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,Traditional,Advanced,In-person,2022-12-21,2023-02-02,44,Yes,Bachelor,Information and Communication Technology,3.4,5.0,Unemployed,No Job,No,0,21-51
349d4603-147b-4c01-b22b-bc9453125885,24,Female,Tabuk Region,Tabuk,71232fc2-3531-4297-a355-d83628f945bb,APMR,SWPS,Traditional,Intermediate,In-person,2023-03-05,2023-03-09,5,Yes,Bachelor,Information and Communication Technology,3.78,5.0,Graduate,No Job,No,0,21-32
